软件工程师,job_id,job_count,job_name,tier2
1749,1433,7,美发培训师,
1750,1771,7,集成电路/应用工程,
1751,897,7,控制保护研发工程师,
1752,1726,7,银行,
1753,918,7,教育培训,
1754,1356,7,纺织工/针织工,
1755,1725,7,铲车司机,
1756,640,7,小语种翻译,
1757,1556,7,计算机软件,
1758,1247,7,电子/电器/半导体/仪器仪表,
1759,1596,7,财务/审计/统计,
1760,774,7,影视制片人,
1761,10,7,DJ,
1762,79,7,主笔设计师,
1763,209,7,保险核安,
1764,1324,6,移民/留学咨询,
1765,517,6,复卷工,
1766,94,6,交通运输服务,
1767,1595,6,财务/审计/税务,
1768,422,6,合规管理,
1769,1775,6,集装箱维护,
1770,1715,6,针织工,
1771,1042,6,汽车制造/服务,
1772,1635,6,超市/百货/零售,
1773,1150,6,物业管理,
1774,16,6,FAE现场应用工程师,
1775,85,6,互联网/电子商务/网游,
1776,1553,5,计算机/互联网/通信,
1777,154,5,会务会展专员,
1778,1612,5,质量安全,
1779,1541,5,西北菜厨师,
1780,297,5,列车/地铁司机,
1781,955,5,无线电工程师,
1782,802,5,意大利菜厨师,
1783,113,5,京鲁菜厨师,
1784,1126,5,漂染工,
1785,751,5,建筑,
1786,1031,5,水族馆表演演员,
1787,1013,4,核力/火电工程师,
1788,198,4,保险产品开发,
1789,418,4,司机/交通服务,
1790,1626,4,贸易/采购,
1791,987,4,机场代表,
1792,264,4,其他招聘信息,
1793,114,4,人事/行政/后勤,
1794,1290,4,百货零售,
1795,961,4,普工/技工,
1796,621,4,家政保洁/安保,
1797,1833,4,首席技术官CTO,
1798,1213,4,生产/营运,
1799,678,4,市场/媒介/公关,
1800,1826,4,餐饮服务,
1801,164,4,传菜主管,
1802,1385,4,编辑/出版/印刷,
1803,1130,3,潜水员,
1804,1824,3,餐饮,
1805,1074,3,法务主管,
1806,991,3,机械机床,
1807,1554,3,计算机硬件,
1808,496,3,地铁轨道设计,
1809,1164,3,物流/仓储,
1810,1668,3,通信技术开发及应用,
1811,1838,3,驯兽师/助理驯兽师,
1812,1106,3,淘宝运营主管,
1813,433,3,咨询/顾问,
1814,882,3,拖压工,
1815,298,3,列车/地铁车长,
1816,823,3,房地产开发,
1817,877,2,抹灰工,
1818,778,2,律师/法务/合规,
1819,716,2,广告,
1820,236,2,储备干部/培训生/实习生,
1821,972,2,服装/纺织/食品,
1822,1656,2,运动健身,
1823,1093,2,浆纱工,
1824,305,2,刨工,
1825,1182,2,环保,
1826,1623,2,贸易,
1827,792,2,总机经理,
1828,1398,2,网店淘宝,
1829,1706,2,金融/银行/证券/投资,
1830,1255,2,电子/电气,
1831,480,2,国外求职,
1832,1457,2,翻译,
1833,490,2,在校学生,
1834,1370,2,统筹制片人,
1835,1437,1,美容保健,
1836,1232,1,生物/制药/医疗器械,
1837,279,1,农/林/牧/渔业,
1838,1519,1,行政/后勤,
1839,773,1,影视/娱乐/休闲,
1840,393,1,印刷包装,
1841,1066,1,汽车销售与服务,
1842,1079,1,法律,
1843,247,1,公关/媒介,
1844,847,1,执行制片人,
1845,1359,1,细纱工,
1846,22,1,IT-管理,
1847,138,1,仪器仪表工程师,
1848,756,1,建筑工程与装潢,
1849,1135,1,炼胶工,
1850,1610,1,质控/安防,
1851,1306,1,砌筑工,
1852,344,1,化工,
1853,1485,1,艺术/设计,
1854,1648,1,转播工程师,
1855,1310,1,硫化工,
1856,850,1,技工普工,
